v1,full_name,reaction_EC,gene_symbol,v3,Vitisnet_Network1,Vitisnet_Network2,,
VIT_08s0007g06160,,,bZIP28,Vitvi08g01710,vv60012BZIP,,,
VIT_12s0028g02590,,,bZIP29,Vitvi12g00226,vv60012BZIP,,,
VIT_12s0055g00420,,,bZIP30,Vitvi12g01667,vv60012BZIP,,,
VIT_12s0034g00110,,,bZIP31,Vitvi12g02596,vv30001ABA_signaling,vv60012BZIP,,
VIT_12s0035g00620,,,bZIP32,Vitvi12g01996,vv60012BZIP,,,
VIT_13s0067g02900,,,bZIP33,Vitvi13g00171,vv60012BZIP,,,
VIT_13s0175g00120,,,bZIP34,Vitvi13g01083,vv30001ABA_signaling,vv60012BZIP,,
VIT_13s0084g00660,,,bZIP35,Vitvi13g01350,vv30011Jasmonate_signaling,vv60012BZIP,,
VIT_13s0158g00380,,,bZIP36,Vitvi13g01609,vv60012BZIP,,,
VIT_14s0060g01210,,,bZIP37,Vitvi14g00094,vv60012BZIP,,,
VIT_14s0030g02200,,,bZIP38,Vitvi14g00473,vv60012BZIP,,,
VIT_14s0083g00700,,,bZIP39,Vitvi14g01302,vv60012BZIP,,,
VIT_15s0046g01440,,,bZIP40,Vitvi15g01027,vv60012BZIP,,,
VIT_18s0122g00500,,,bZIP41,Vitvi18g00036,vv60012BZIP,,,
VIT_18s0001g04470,,,bZIP42,Vitvi18g00346,vv30011Jasmonate_signaling,vv60012BZIP,,
VIT_18s0001g04500,,,bZIP43,Vitvi18g00347,vv60012BZIP,,,
VIT_18s0001g08710,,,bZIP44,Vitvi18g00628,vv60012BZIP,,,
VIT_18s0001g10450,,,bZIP45,Vitvi18g00784,vv30001ABA_signaling,vv60012BZIP,,
VIT_18s0001g12120,,,bZIP46,Vitvi18g00930,vv50110Protein_coat,vv60012BZIP,,
VIT_18s0001g13040,,,bZIP47,Vitvi18g01005,vv60012BZIP,,,
VIT_18s0001g13740,,,bZIP48,Vitvi18g01068,vv60012BZIP,,,
VIT_18s0001g14890,,,bZIP49,Vitvi18g01165,vv30001ABA_signaling,vv60012BZIP,,
VIT_18s0076g00330,,,bZIP50,Vitvi18g01305,vv60012BZIP,,,
VIT_18s0072g00470,,,bZIP51,Vitvi18g02978,vv60012BZIP,,,
VIT_19s0014g01780,,,bZIP52,Vitvi19g00147,vv60012BZIP,,,
VIT_19s0015g01020,,,bZIP53,Vitvi19g02076,vv30001ABA_signaling,vv60012BZIP,,
VIT_18s0001g03010,,,bZIP54,Vitvi18g01928,vv60012BZIP,,,
VIT_00s0541g00020,,,bZIP55,Vitvi07g01552,vv60012BZIP,,,
VIT_08s0040g00780,p-coumaroyl shikimate 3’-hydroxylase,1.14.14.96,C3'H,Vitvi08g00940,vv10940Phenylpropanoid_biosynthesis,,,
VIT_06s0004g08150,C4H (Cinnamate 4-Hydroxylase); trans-cinnamate 4-monooxygenase; cinnamic acid 4-hydroxylase; cytochrome P450 cinnamate 4-hydroxylase,1.14.14.91,C4H1,Vitvi06g00803,vv10360Phenylalanine_metabolism,vv10940Phenylpropanoid_biosynthesis,,
VIT_11s0065g00350,C4H (Cinnamate 4-Hydroxylase); trans-cinnamate 4-monooxygenase; cinnamic acid 4-hydroxylase; cytochrome P450 cinnamate 4-hydroxylase,1.14.14.91,C4H2,Vitvi11g00924,vv10360Phenylalanine_metabolism,vv10940Phenylpropanoid_biosynthesis,,
VIT_11s0078g00290,C4H (Cinnamate 4-Hydroxylase); trans-cinnamate 4-monooxygenase; cinnamic acid 4-hydroxylase; cytochrome P450 cinnamate 4-hydroxylase,1.14.14.91,C4H3,Vitvi11g01045,vv10360Phenylalanine_metabolism,vv10940Phenylpropanoid_biosynthesis,,
VIT_13s0067g00620,Cinnamyl Alcohol Dehydrogenase,1.1.1.195,CAD1,Vitvi13g01298,vv10940Phenylpropanoid_biosynthesis,,,
VIT_13s0067g00560,Cinnamyl Alcohol Dehydrogenase,1.1.1.195,CAD10,Vitvi13g01302,vv10940Phenylpropanoid_biosynthesis,,,
VIT_13s0047g00760,Cinnamyl Alcohol Dehydrogenase,1.1.1.195,CAD11,Vitvi13g01189,vv10940Phenylpropanoid_biosynthesis,,,
VIT_03s0110g00350,Cinnamyl Alcohol Dehydrogenase,1.1.1.195,CAD12,Vitvi03g00954,vv10940Phenylpropanoid_biosynthesis,,,
VIT_13s0067g00680,Cinnamyl Alcohol Dehydrogenase,1.1.1.195,CAD13,Vitvi13g01294,vv10940Phenylpropanoid_biosynthesis,,,
VIT_06s0004g02370,Cinnamyl Alcohol Dehydrogenase,1.1.1.195,CAD14,Vitvi06g00233,vv10940Phenylpropanoid_biosynthesis,,,
VIT_02s0025g03100,Cinnamyl Alcohol Dehydrogenase,1.1.1.195,CAD15,Vitvi02g00283,vv10940Phenylpropanoid_biosynthesis,,,
VIT_03s0180g00250,Cinnamyl Alcohol Dehydrogenase,1.1.1.195,CAD16,Vitvi03g00561,vv10940Phenylpropanoid_biosynthesis,,,
VIT_13s0064g00270,Cinnamyl Alcohol Dehydrogenase,1.1.1.195,CAD17,Vitvi13g01660,vv10940Phenylpropanoid_biosynthesis,,,
VIT_00s0615g00020,Cinnamyl Alcohol Dehydrogenase,1.1.1.195,CAD18,Vitvi07g03084,vv10940Phenylpropanoid_biosynthesis,,,
VIT_13s0067g00580,Cinnamyl Alcohol Dehydrogenase,1.1.1.195,CAD19,Vitvi13g01300,vv10940Phenylpropanoid_biosynthesis,,,
VIT_13s0047g00940,Cinnamyl Alcohol Dehydrogenase,1.1.1.195,CAD2,Vitvi13g01200,vv10940Phenylpropanoid_biosynthesis,,,
VIT_03s0110g00310,Cinnamyl Alcohol Dehydrogenase,1.1.1.195,CAD20,Vitvi03g00950,vv10940Phenylpropanoid_biosynthesis,,,
VIT_00s1389g00010,Cinnamyl Alcohol Dehydrogenase,1.1.1.195,CAD3,Vitvi07g03130,vv10940Phenylpropanoid_biosynthesis,,,
VIT_13s0101g00240,Cinnamyl Alcohol Dehydrogenase,1.1.1.195,CAD4,Vitvi13g00946,vv10940Phenylpropanoid_biosynthesis,,,
VIT_00s0615g00010,Cinnamyl Alcohol Dehydrogenase,1.1.1.195,CAD5,Vitvi07g03085,vv10940Phenylpropanoid_biosynthesis,,,
VIT_13s0047g00990,Cinnamyl Alcohol Dehydrogenase,1.1.1.195,CAD6,Vitvi13g01209,vv10940Phenylpropanoid_biosynthesis,,,
VIT_13s0047g00700,Cinnamyl Alcohol Dehydrogenase,1.1.1.195,CAD7,Vitvi13g01184,vv10940Phenylpropanoid_biosynthesis,,,
VIT_06s0004g02380,Cinnamyl Alcohol Dehydrogenase,1.1.1.195,CAD8,Vitvi06g01644,vv10940Phenylpropanoid_biosynthesis,,,
VIT_19s0014g04980,Cinnamyl Alcohol Dehydrogenase,1.1.1.195,CAD9,Vitvi19g00396,vv10940Phenylpropanoid_biosynthesis,,,
VIT_08s0007g07670,,,CARPO,Vitvi08g01843,vv60046NAC,,,
VIT_13s0064g00810,Carotene cleavage dioxygenase,,CCD1.1,Vitvi13g01724,vv10906Carotenoid_biosynthesis,,,
VIT_13s0064g00840,Carotene cleavage dioxygenase,,CCD1.2,Vitvi13g01727,vv10906Carotenoid_biosynthesis,,,
VIT_02s0087g00910,Carotene cleavage dioxygenase,,CCD4a,Vitvi02g01286,vv10906Carotenoid_biosynthesis,vv11013ABA_biosynthesis,,
VIT_02s0087g00930,Carotene cleavage dioxygenase,,CCD4b,Vitvi02g01288,vv10906Carotenoid_biosynthesis,vv11013ABA_biosynthesis,,
VIT_04s0008g03380,Carotene cleavage dioxygenase,,CCD8,Vitvi04g00298,vv10906Carotenoid_biosynthesis,,,
VIT_03s0063g00140,Caffeoyl-CoA O-methyltransferase,2.1.1.104,CCoAOMT1,Vitvi03g00524,vv10940Phenylpropanoid_biosynthesis,,,
VIT_01s0010g03460,Caffeoyl-CoA O-methyltransferase,2.1.1.104,CCoAOMT2,Vitvi01g01635,vv10940Phenylpropanoid_biosynthesis,,,
VIT_07s0031g00350,Caffeoyl-CoA O-methyltransferase,2.1.1.104,CCoAOMT4,Vitvi07g01723,vv10940Phenylpropanoid_biosynthesis,,,
VIT_11s0016g02610,Caffeoyl-CoA O-methyltransferase,2.1.1.104,CCoAOMT5,Vitvi11g00218,vv10940Phenylpropanoid_biosynthesis,,,
VIT_11s0016g02600,Caffeoyl-CoA O-methyltransferase,2.1.1.104,CCoAOMT6,Vitvi11g00217,vv10940Phenylpropanoid_biosynthesis,,,
VIT_12s0028g03110,Caffeoyl-CoA O-methyltransferase,2.1.1.104,CCoAOMT7,Vitvi12g00261,vv10940Phenylpropanoid_biosynthesis,,,
VIT_14s0083g00320,cinnamoyl-CoA reductase,1.2.1.44,CCR1,Vitvi14g01264,vv10940Phenylpropanoid_biosynthesis,,,
VIT_01s0011g03480,cinnamoyl-CoA reductase,1.2.1.44,CCR10,Vitvi01g00282,vv10940Phenylpropanoid_biosynthesis,,,
VIT_02s0012g01570,cinnamoyl-CoA reductase,1.2.1.44,CCR2,Vitvi02g00717,vv10940Phenylpropanoid_biosynthesis,,,
VIT_16s0039g01670,cinnamoyl-CoA reductase,1.2.1.44,CCR3,Vitvi16g00095,vv10940Phenylpropanoid_biosynthesis,,,
VIT_06s0004g07130,cinnamoyl-CoA reductase,1.2.1.44,CCR4,Vitvi06g00699,vv10940Phenylpropanoid_biosynthesis,,,
VIT_18s0122g00620,cinnamoyl-CoA reductase,1.2.1.44,CCR5,Vitvi18g02476,vv10940Phenylpropanoid_biosynthesis,,,
VIT_09s0070g00240,cinnamoyl-CoA reductase,1.2.1.44,CCR6,Vitvi09g00993,vv10940Phenylpropanoid_biosynthesis,,,
VIT_18s0122g00630,cinnamoyl-CoA reductase,1.2.1.44,CCR7,Vitvi18g02477,vv10940Phenylpropanoid_biosynthesis,,,
VIT_14s0066g01150,cinnamoyl-CoA reductase,1.2.1.44,CCR8,Vitvi14g01757,vv10940Phenylpropanoid_biosynthesis,,,
VIT_12s0035g02070,cinnamoyl-CoA reductase,1.2.1.44,CCR9,Vitvi12g02158,vv10940Phenylpropanoid_biosynthesis,,,
VIT_06s0080g00810,,,CCS,Vitvi06g01518,vv10906Carotenoid_biosynthesis,,,
VIT_13s0067g03820,chalcone-flavonone isomerase,5.5.1.6,CHI1,Vitvi13g00225,vv10941Flavonoid_biosynthesis,,,
VIT_14s0066g00400,chalcone-flavonone isomerase,5.5.1.6,CHI2,Vitvi14g01683,vv10941Flavonoid_biosynthesis,,,
VIT_19s0014g00100,chalcone-flavonone isomerase,5.5.1.6,CHI3,Vitvi19g00009,vv10941Flavonoid_biosynthesis,,,
VIT_07s0151g01060,chalcone-flavonone isomerase,5.5.1.6,CHI4,Vitvi07g00128,vv10941Flavonoid_biosynthesis,,,
VIT_05s0077g02150,chalcone reductase,,CHR1,Vitvi05g00018,vv10941Flavonoid_biosynthesis,,,
VIT_14s0068g00920,chalcone synthase,2.3.1.74,CHS1,Vitvi14g01448,vv10941Flavonoid_biosynthesis,,,
VIT_14s0068g00930,chalcone synthase,2.3.1.74,CHS2,Vitvi14g01449,vv10941Flavonoid_biosynthesis,,,
VIT_05s0136g00260,chalcone synthase,2.3.1.74,CHS3,Vitvi05g01044,vv10941Flavonoid_biosynthesis,,,
VIT_02s0025g00240,,,CHYB1,Vitvi02g00020,vv10906Carotenoid_biosynthesis,,,
VIT_16s0050g01090,,,CHYB2,Vitvi16g01099,vv10906Carotenoid_biosynthesis,,,
VIT_01s0010g00480,chorismate mutase,5.4.99.5,CM1,Vitvi01g01280,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,,,
VIT_04s0008g06570,chorismate mutase,5.4.99.5,CM2,Vitvi04g00594,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,,,
VIT_14s0108g01330,chorismate mutase,5.4.99.5,CM3,Vitvi14g02011,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,,,
VIT_06s0009g02320,CDP-ME Kinase,,CMK,Vitvi06g01125,vv10100Biosynthesis_of_steroids,,,
VIT_16s0098g00850,caffeate O-methyltransferase,2.1.1.68,COMT2,Vitvi16g01334,vv10940Phenylpropanoid_biosynthesis,,,
VIT_18s0001g02610,caffeate O-methyltransferase,2.1.1.68,COMT4,Vitvi18g00263,vv10940Phenylpropanoid_biosynthesis,,,
VIT_02s0025g02920,caffeate O-methyltransferase,2.1.1.68,COMT5,Vitvi02g00263,vv10941Flavonoid_biosynthesis,,,
VIT_19s0135g00030,caffeate O-methyltransferase,2.1.1.68,COMT6,Vitvi19g01400,vv10940Phenylpropanoid_biosynthesis,,,
VIT_02s0025g00690,Calcium dependent protein kinase,,CPK1,Vitvi02g00065,vv34626Plant-pathogen_interaction,,,
VIT_08s0105g00390,Calcium dependent protein kinase,,CPK10,Vitvi08g02055,vv34626Plant-pathogen_interaction,,,
VIT_08s0007g08300,Calcium dependent protein kinase,,CPK11,Vitvi08g01889,vv30001ABA_signaling,vv34626Plant-pathogen_interaction,,
VIT_10s0116g01800,Calcium dependent protein kinase,,CPK12,Vitvi10g00102,vv34626Plant-pathogen_interaction,,,
VIT_13s0175g00080,Calcium dependent protein kinase,,CPK13,Vitvi13g01075,,,,
VIT_17s0000g05520,Calcium dependent protein kinase,,CPK14,Vitvi17g00523,vv34626Plant-pathogen_interaction,,,
VIT_18s0001g00990,Calcium dependent protein kinase,,CPK15,Vitvi18g00175,vv34626Plant-pathogen_interaction,,,
VIT_18s0072g01030,Calcium dependent protein kinase,,CPK16,Vitvi18g01681,vv30001ABA_signaling,vv34626Plant-pathogen_interaction,,
VIT_19s0090g00410,Calcium dependent protein kinase,,CPK17,Vitvi19g00497,vv34626Plant-pathogen_interaction,,,
VIT_03s0038g03960,Calcium dependent protein kinase,,CPK2,Vitvi03g00249,vv30001ABA_signaling,vv34626Plant-pathogen_interaction,,
VIT_04s0023g03420,Calcium dependent protein kinase,,CPK3,Vitvi04g01462,,,,
VIT_05s0102g00170,Calcium dependent protein kinase,,CPK4,Vitvi05g01477,vv34626Plant-pathogen_interaction,,,
VIT_06s0004g02300,Calcium dependent protein kinase,,CPK5,Vitvi06g00227,vv34626Plant-pathogen_interaction,,,
VIT_06s0009g03150,Calcium dependent protein kinase,,CPK6,Vitvi06g01207,vv34626Plant-pathogen_interaction,,,
VIT_07s0130g00130,Calcium dependent protein kinase,,CPK7,Vitvi07g02019,vv30001ABA_signaling,vv34626Plant-pathogen_interaction,,
VIT_08s0032g00780,Calcium dependent protein kinase,,CPK8,Vitvi08g00221,vv34626Plant-pathogen_interaction,,,
VIT_08s0032g01220,Calcium dependent protein kinase,,CPK9,Vitvi08g00298,vv34626Plant-pathogen_interaction,,,
VIT_08s0032g00800,,,CRTISO1,Vitvi08g00223,vv10906Carotenoid_biosynthesis,,,
VIT_12s0035g01080,,,CRTISO2,Vitvi12g02046,vv10906Carotenoid_biosynthesis,,,
VIT_06s0004g02960,chorismate synthase; 5-O-(1-carboxyvinyl)-3-phosphoshikimate phosphate-lyase; 5-O-(1-carboxyvinyl)-3-phosphoshikimate phosphate-lyase,4.2.3.5,CS1,Vitvi06g00293,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,,,
VIT_12s0035g02290,chorismate synthase; 5-O-(1-carboxyvinyl)-3-phosphoshikimate phosphate-lyase; 5-O-(1-carboxyvinyl)-3-phosphoshikimate phosphate-lyase,4.2.3.5,CS2,Vitvi12g02175,,,,
VIT_13s0019g04190,chorismate synthase; 5-O-(1-carboxyvinyl)-3-phosphoshikimate phosphate-lyase; 5-O-(1-carboxyvinyl)-3-phosphoshikimate phosphate-lyase,4.2.3.5,CS3,Vitvi13g00597,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,,,
VIT_06s0004g06480,cytochrome p450,,CYP71E,Vitvi06g00629,vv10902Monoterpenoid_biosynthesis,,,
VIT_02s0012g02340,cytochrome p450,,CYP76C4,Vitvi02g00805,,,,
VIT_02s0025g04880,Carboxylinalool synthase; cytochrome P450,,CYP76F14,Vitvi02g01415,vv10902Monoterpenoid_biosynthesis,,,
VIT_07s0129g00730,cytochrome p450,,CYP81E1.1,Vitvi07g01651,vv10943Isoflavonoid_biosynthesis,,,
VIT_07s0129g00860,cytochrome p450,,CYP81E1.2,Vitvi07g01662,vv10943Isoflavonoid_biosynthesis,,,
VIT_07s0129g00710,cytochrome p450,,CYP81E1.3,Vitvi07g01650,vv10943Isoflavonoid_biosynthesis,,,
VIT_07s0129g00760,cytochrome p450,,CYP81E1.4,Vitvi07g01653,vv10943Isoflavonoid_biosynthesis,,,
VIT_07s0129g00800,cytochrome p450,,CYP81E1.5,Vitvi07g01657,vv10943Isoflavonoid_biosynthesis,,,
VIT_15s0048g01950,cytochrome p450,,CYP87A3,Vitvi15g00834,,,,
VIT_08s0007g07730,cytochrome p450,,CYP93A1,Vitvi08g01847,vv10943Isoflavonoid_biosynthesis,,,
VIT_07s0141g00890,cytochrome p450,,CYP94A1,Vitvi07g00012,,,,
VIT_04s0023g00080,cytochrome p450,,CYP97A,Vitvi04g01116,,,,
VIT_08s0007g04530,cytochrome p450,,CYP97C,Vitvi08g01574,vv10906Carotenoid_biosynthesis,,,
VIT_18s0001g09400,cytochrome p450,,CytoB5,Vitvi18g00687,,,,
VIT_00s1217g00010,DAHP synthase; 3-deoxy-7-phosphoheptulonate synthase; Phospho-2-dehydro-3-deoxyheptonate aldolase; 3-deoxy-D-arabino-heptulosonate 7-phosphate synthase,2.5.1.54,DAHPS1,Vitvi02g01749,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,,,
VIT_00s0591g00020,DAHP synthase; 3-deoxy-7-phosphoheptulonate synthase; Phospho-2-dehydro-3-deoxyheptonate aldolase; 3-deoxy-D-arabino-heptulosonate 7-phosphate synthase,2.5.1.54,DAHPS2,Vitvi02g01750,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,,,
VIT_00s0391g00070,DAHP synthase; 3-deoxy-7-phosphoheptulonate synthase; Phospho-2-dehydro-3-deoxyheptonate aldolase; 3-deoxy-D-arabino-heptulosonate 7-phosphate synthase,2.5.1.54,DAHPS3,Vitvi07g03049,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,,,
VIT_18s0001g06250,DAHP synthase; 3-deoxy-7-phosphoheptulonate synthase; Phospho-2-dehydro-3-deoxyheptonate aldolase; 3-deoxy-D-arabino-heptulosonate 7-phosphate synthase,2.5.1.54,DAHPS4,Vitvi18g00436,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,,,
VIT_18s0001g12800,dihydroflavonol 4-reductase,,DFR1,Vitvi18g00988,vv10941Flavonoid_biosynthesis,,,
VIT_13s0064g00290,dihydroflavonol 4-reductase,,DFR2,Vitvi13g01661,vv10940Phenylpropanoid_biosynthesis,,,
VIT_03s0038g04220,dihydroflavonol 4-reductase,,DFR3,Vitvi03g01477,vv10941Flavonoid_biosynthesis,,,
VIT_15s0048g01000,dihydroflavonol 4-reductase,,DFR4,Vitvi15g01503,vv10943Isoflavonoid_biosynthesis,,,
VIT_15s0048g01010,dihydroflavonol 4-reductase,,DFR5,Vitvi15g01504,vv10943Isoflavonoid_biosynthesis,,,
VIT_04s0023g03820,DHQ synthase; 3-dehydroquinate synthase,4.2.3.4,DHQS1,Vitvi04g01492,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,,,
VIT_14s0108g00330,DHQ synthase; 3-dehydroquinate synthase,4.2.3.4,DHQS2,Vitvi14g03073,,,,
VIT_14s0108g00340,DHQ synthase; 3-dehydroquinate synthase,4.2.3.4,DHQS3,Vitvi14g03074,,,,
VIT_14s0108g00350,DHQ synthase; 3-dehydroquinate synthase,4.2.3.4,DHQS4,Vitvi14g01919,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,,,
VIT_02s0025g00730,Dirigent,,DIR1,Vitvi02g00069,vv10940Phenylpropanoid_biosynthesis,,,
VIT_06s0004g00990,Dirigent,,DIR10,Vitvi06g01597,,,,
VIT_06s0004g01000,Dirigent,,DIR11,Vitvi06g01598,,,,
VIT_06s0004g01010,Dirigent,,DIR12,Vitvi06g01599,,,,
VIT_06s0004g01020,Dirigent,,DIR13,Vitvi06g01601,,,,
,Dirigent,,DIR14,Vitvi06g01603,,,,
,Dirigent,,DIR15,Vitvi06g01602,,,,
VIT_06s0004g01030,Dirigent,,DIR16,Vitvi06g01604,,,,
,Dirigent,,DIR17,Vitvi06g01605,,,,
,Dirigent,,DIR18,Vitvi06g01600,,,,
VIT_08s0007g06900,Dirigent,,DIR19,Vitvi08g01774,,,,
VIT_02s0025g00740,Dirigent,,DIR2,Vitvi02g00070,vv10940Phenylpropanoid_biosynthesis,,,
VIT_08s0007g06910,Dirigent,,DIR20,Vitvi08g02355,,,,
VIT_08s0007g06930,Dirigent,,DIR21,Vitvi08g02357,,,,
VIT_08s0007g06950,Dirigent,,DIR22,Vitvi08g02359,,,,
VIT_08s0007g06960,Dirigent,,DIR23,Vitvi08g02360,,,,
VIT_08s0007g06990,Dirigent,,DIR24,Vitvi08g01776,,,,
VIT_08s0007g07000,Dirigent,,DIR25,Vitvi08g01777,,,,
VIT_13s0019g01210,Dirigent,,DIR26,Vitvi13g01555,,,,
VIT_17s0000g04880,Dirigent,,DIR27,Vitvi17g00450,,,,
VIT_12s0059g00820,Dirigent,,DIR28,Vitvi12g02362,,,,
VIT_12s0059g00830,Dirigent,,DIR29,Vitvi12g02364,,,,
VIT_02s0025g00750,Dirigent,,DIR3,Vitvi02g01323,vv10940Phenylpropanoid_biosynthesis,,,
VIT_12s0059g00840,Dirigent,,DIR30,Vitvi12g02365,,,,
,Dirigent,,DIR31,Vitvi12g02363,,,,
,Dirigent,,DIR32,Vitvi12g02366,,,,
VIT_05s0051g00390,Dirigent,,DIR33,Vitvi05g00929,,,,
VIT_05s0051g00400,Dirigent,,DIR34,Vitvi05g02009,,,,
VIT_00s0317g00090,Dirigent,,DIR35,Vitvi13g00237,,,,
VIT_00s0317g00080,Dirigent,,DIR36,Vitvi13g00238,,,,
,Dirigent,,DIR37,Vitvi06g00400,,,,
VIT_00s0317g00070,Dirigent,,DIR38,Vitvi13g00239,,,,
VIT_06s0004g04040,Dirigent,,DIR39,Vitvi06g00401,,,,
VIT_02s0025g00760,Dirigent,,DIR4,Vitvi02g01324,vv10940Phenylpropanoid_biosynthesis,,,
VIT_18s0001g11720,Dirigent,,DIR40,Vitvi18g00895,,,,
VIT_04s0044g00040,Dirigent,,DIR41,Vitvi04g01566,,,,
VIT_03s0038g02050,Dirigent,,DIR5,Vitvi03g01395,,,,
VIT_03s0038g02060,Dirigent,,DIR6,Vitvi03g00113,,,,
,Dirigent,,DIR7,Vitvi03g01394,,,,
VIT_06s0004g00970,Dirigent,,DIR8,Vitvi06g01595,,,,
VIT_06s0004g00980,Dirigent,,DIR9,Vitvi06g01596,,,,
VIT_17s0000g08390,DXP Reductoisomerase,,DXR,Vitvi17g00816,vv10100Biosynthesis_of_steroids,,,
VIT_05s0020g02130,DXP Synthase,,DXS1,Vitvi05g00372,vv10100Biosynthesis_of_steroids,,,
VIT_11s0052g01730,DXP Synthase,,DXS2,Vitvi11g01303,vv10100Biosynthesis_of_steroids,,,
VIT_04s0008g04970,DXP Synthase,,DXS3,Vitvi04g00438,vv10100Biosynthesis_of_steroids,,,
VIT_11s0052g01780,DXP Synthase,,DXS4,Vitvi11g01307,vv10100Biosynthesis_of_steroids,,,
VIT_00s0218g00110,DXP Synthase,,DXS5,Vitvi07g01408,vv10100Biosynthesis_of_steroids,,,
VIT_11s0052g01240,DXP Synthase,,DXS6,Vitvi11g01267,vv10100Biosynthesis_of_steroids,,,
VIT_04s0008g00660,,,ELF3a,Vitvi04g00052,vv34710Circadian_rhythm,,,
VIT_09s0002g02680,,,ELF3b,Vitvi09g00225,vv34710Circadian_rhythm,,,
VIT_13s0067g00860,,,ELF4,Vitvi13g01892,vv34710Circadian_rhythm,,,
VIT_12s0142g00530,5-enolpyruvylshikimate 3-phosphate synthase (EPSPS); 3-phosphoshikimate 1-carboxyvinyltransferase,2.5.1.19,EPSPS1,Vitvi12g02551,vv10272Cysteine_metabolism,vv10450Selenoamino_acid_metabolism,,
VIT_15s0048g00360,5-enolpyruvylshikimate 3-phosphate synthase (EPSPS); 3-phosphoshikimate 1-carboxyvinyltransferase,2.5.1.19,EPSPS2,Vitvi15g01491,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,,,
VIT_12s0142g00540,5-enolpyruvylshikimate 3-phosphate synthase (EPSPS); 3-phosphoshikimate 1-carboxyvinyltransferase,2.5.1.19,EPSPS3,Vitvi12g02550,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,,,
VIT_15s0048g00350,5-enolpyruvylshikimate 3-phosphate synthase (EPSPS); 3-phosphoshikimate 1-carboxyvinyltransferase,2.5.1.19,EPSPS4,Vitvi15g01490,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,,,
VIT_19s0014g01430,5-enolpyruvylshikimate 3-phosphate synthase (EPSPS); 3-phosphoshikimate 1-carboxyvinyltransferase,2.5.1.19,EPSPS5,Vitvi19g00116,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,,,
VIT_12s0035g00290,Sugar Transporter ERD6-Like,,ERD6-Like1,Vitvi12g02697,vv50121Porters_cat_1_to_6,,,
VIT_14s0030g00230,Sugar Transporter ERD6-Like,,ERD6-Like10,Vitvi14g02580,vv50121Porters_cat_1_to_6,,,
VIT_14s0030g00220,Sugar Transporter ERD6-Like,,ERD6-Like11,Vitvi14g00307,vv50121Porters_cat_1_to_6,,,
VIT_14s0030g00210,Sugar Transporter ERD6-Like,,ERD6-Like12,Vitvi14g00305,vv50121Porters_cat_1_to_6,,,
VIT_14s0030g00200,Sugar Transporter ERD6-Like,,ERD6-Like13,Vitvi14g00304,vv50121Porters_cat_1_to_6,,,
VIT_18s0001g12560,Sugar Transporter ERD6-Like,,ERD6-Like14,Vitvi18g00970,vv50121Porters_cat_1_to_6,,,
VIT_04s0023g01860,Sugar Transporter ERD6-Like,,ERD6-Like15,Vitvi04g01302,vv50121Porters_cat_1_to_6,,,
VIT_07s0104g00830,Sugar Transporter ERD6-Like,,ERD6-Like16,Vitvi07g00207,vv50121Porters_cat_1_to_6,,,
VIT_14s0030g00280,Sugar Transporter ERD6-Like,,ERD6-Like2,Vitvi14g02583,vv50121Porters_cat_1_to_6,,,
VIT_05s0020g02250,Sugar Transporter ERD6-Like,,ERD6-Like3,Vitvi05g01869,vv50121Porters_cat_1_to_6,,,
VIT_05s0020g02170,Sugar Transporter ERD6-Like,,ERD6-Like4,Vitvi05g00377,vv50121Porters_cat_1_to_6,,,
VIT_14s0030g00300,Sugar Transporter ERD6-Like,,ERD6-Like5,Vitvi14g00311,vv50121Porters_cat_1_to_6,,,
VIT_14s0030g00250,Sugar Transporter ERD6-Like,,ERD6-Like6,Vitvi14g02582,vv50121Porters_cat_1_to_6,,,
VIT_14s0030g00320,Sugar Transporter ERD6-Like,,ERD6-Like7,Vitvi14g00314,vv50121Porters_cat_1_to_6,,,
VIT_14s0030g00310,Sugar Transporter ERD6-Like,,ERD6-Like8,Vitvi14g00312,vv50121Porters_cat_1_to_6,,,
VIT_14s0030g00240,Sugar Transporter ERD6-Like,,ERD6-Like9,Vitvi14g02581,vv50121Porters_cat_1_to_6,,,
VIT_19s0014g03180,Ethylene response factor,,ERF001,Vitvi19g00260,vv30008Ethylene_signaling,vv60003AP2_EREBP,,
VIT_02s0025g01360,Ethylene-responsive transcription factor related to APETALA2 4,,ERF002,Vitvi02g00121,vv30008Ethylene_signaling,vv60003AP2_EREBP,,
